fips,state,year,unemp_rate
45,South Carolina,2008,6.9
45,South Carolina,2009,11.0
45,South Carolina,2010,11.1
45,South Carolina,2011,10.3
45,South Carolina,2012,9.0
45,South Carolina,2013,7.4
45,South Carolina,2014,6.3
45,South Carolina,2015,5.9
45,South Carolina,2016,4.9
45,South Carolina,2017,4.2
45,South Carolina,2018,3.4
45,South Carolina,2019,2.8
45,South Carolina,2020,6.0
45,South Carolina,2021,3.9
45,South Carolina,2022,3.2
45,South Carolina,2023,3.0
46,South Dakota,2000,2.5
46,South Dakota,2001,3.0
46,South Dakota,2002,3.2
46,South Dakota,2003,3.5
46,South Dakota,2004,3.6
46,South Dakota,2005,3.5
46,South Dakota,2006,3.0
46,South Dakota,2007,2.8
46,South Dakota,2008,3.1
46,South Dakota,2009,4.6
46,South Dakota,2010,4.9
46,South Dakota,2011,4.6
46,South Dakota,2012,4.0
46,South Dakota,2013,3.7
46,South Dakota,2014,3.4
46,South Dakota,2015,3.0
46,South Dakota,2016,3.0
46,South Dakota,2017,3.0
46,South Dakota,2018,2.8
46,South Dakota,2019,2.7
46,South Dakota,2020,4.1
46,South Dakota,2021,2.6
46,South Dakota,2022,1.9
46,South Dakota,2023,1.8
47,Tennessee,2000,3.8
47,Tennessee,2001,4.6
47,Tennessee,2002,5.2
47,Tennessee,2003,5.5
47,Tennessee,2004,5.3
47,Tennessee,2005,5.5
47,Tennessee,2006,5.2
47,Tennessee,2007,4.6
47,Tennessee,2008,6.5
47,Tennessee,2009,10.4
47,Tennessee,2010,9.8
47,Tennessee,2011,9.0
47,Tennessee,2012,7.9
47,Tennessee,2013,7.7
47,Tennessee,2014,6.5
47,Tennessee,2015,5.5
47,Tennessee,2016,4.7
47,Tennessee,2017,3.7
47,Tennessee,2018,3.5
47,Tennessee,2019,3.3
47,Tennessee,2020,7.4
47,Tennessee,2021,4.5
47,Tennessee,2022,3.4
47,Tennessee,2023,3.3
48,Texas,2000,4.4
48,Texas,2001,5.0
48,Texas,2002,6.4
48,Texas,2003,6.8
48,Texas,2004,6.0
48,Texas,2005,5.5
48,Texas,2006,5.0
48,Texas,2007,4.4
48,Texas,2008,4.9
48,Texas,2009,7.6
48,Texas,2010,8.3
48,Texas,2011,8.0
48,Texas,2012,6.7
48,Texas,2013,6.3
48,Texas,2014,5.2
48,Texas,2015,4.5
48,Texas,2016,4.6
48,Texas,2017,4.4
48,Texas,2018,3.9
48,Texas,2019,3.5
48,Texas,2020,7.7
48,Texas,2021,5.6
48,Texas,2022,3.9
48,Texas,2023,4.0
49,Utah,2000,3.3
49,Utah,2001,4.4
49,Utah,2002,5.7
49,Utah,2003,5.6
49,Utah,2004,5.0
49,Utah,2005,4.0
49,Utah,2006,2.8
49,Utah,2007,2.6
49,Utah,2008,3.3
49,Utah,2009,7.6
49,Utah,2010,8.3
49,Utah,2011,7.2
49,Utah,2012,4.8
49,Utah,2013,4.2
49,Utah,2014,3.6
49,Utah,2015,3.5
49,Utah,2016,3.3
49,Utah,2017,3.1
49,Utah,2018,2.9
49,Utah,2019,2.5
49,Utah,2020,4.8
49,Utah,2021,2.8
49,Utah,2022,2.4
49,Utah,2023,2.7
50,Vermont,2000,2.8
50,Vermont,2001,3.2
50,Vermont,2002,3.9
50,Vermont,2003,4.3
50,Vermont,2004,3.6
50,Vermont,2005,3.5
50,Vermont,2006,3.7
50,Vermont,2007,3.9
50,Vermont,2008,4.5
50,Vermont,2009,6.5
50,Vermont,2010,6.2
50,Vermont,2011,5.4
50,Vermont,2012,4.8
50,Vermont,2013,4.4
50,Vermont,2014,3.9
50,Vermont,2015,3.5
50,Vermont,2016,3.1
50,Vermont,2017,2.9
50,Vermont,2018,2.5
50,Vermont,2019,2.1
50,Vermont,2020,5.6
50,Vermont,2021,3.5
50,Vermont,2022,2.3
50,Vermont,2023,1.9
51,Virginia,2000,2.3
51,Virginia,2001,3.2
51,Virginia,2002,4.2
51,Virginia,2003,4.1
51,Virginia,2004,3.7
51,Virginia,2005,3.5
51,Virginia,2006,3.1
51,Virginia,2007,3.1
51,Virginia,2008,4.1
51,Virginia,2009,6.8
51,Virginia,2010,6.8
51,Virginia,2011,6.3
51,Virginia,2012,5.8
51,Virginia,2013,5.5
51,Virginia,2014,5.1
51,Virginia,2015,4.4
51,Virginia,2016,4.0
51,Virginia,2017,3.6
51,Virginia,2018,3.0
51,Virginia,2019,2.8
51,Virginia,2020,6.5
51,Virginia,2021,3.9
51,Virginia,2022,2.7
51,Virginia,2023,2.7
53,Washington,2000,5.1
53,Washington,2001,6.1
53,Washington,2002,7.2
53,Washington,2003,7.3
53,Washington,2004,6.3
53,Washington,2005,5.6
53,Washington,2006,5.0
53,Washington,2007,4.6
53,Washington,2008,5.2
53,Washington,2009,9.1
53,Washington,2010,10.0
53,Washington,2011,9.4
53,Washington,2012,8.5
53,Washington,2013,6.7
53,Washington,2014,5.9
53,Washington,2015,5.5
53,Washington,2016,5.2
53,Washington,2017,4.7
53,Washington,2018,4.4
53,Washington,2019,4.2
53,Washington,2020,8.7
53,Washington,2021,5.2
53,Washington,2022,4.1
53,Washington,2023,4.2
54,West Virginia,2000,5.6
54,West Virginia,2001,5.3
54,West Virginia,2002,6.1
54,West Virginia,2003,6.1
54,West Virginia,2004,5.4
54,West Virginia,2005,5.1
54,West Virginia,2006,4.8
54,West Virginia,2007,4.5
54,West Virginia,2008,4.5
54,West Virginia,2009,8.0
54,West Virginia,2010,8.4
54,West Virginia,2011,7.7
54,West Virginia,2012,7.2
54,West Virginia,2013,6.7
54,West Virginia,2014,6.5
54,West Virginia,2015,6.5
54,West Virginia,2016,6.1
54,West Virginia,2017,5.2
54,West Virginia,2018,5.1
54,West Virginia,2019,4.9
54,West Virginia,2020,8.3
54,West Virginia,2021,5.1
54,West Virginia,2022,3.9
54,West Virginia,2023,3.9
55,Wisconsin,2000,3.4
55,Wisconsin,2001,4.4
55,Wisconsin,2002,5.3
55,Wisconsin,2003,5.6
55,Wisconsin,2004,5.0
55,Wisconsin,2005,4.7
55,Wisconsin,2006,4.7
55,Wisconsin,2007,4.8
55,Wisconsin,2008,4.9
55,Wisconsin,2009,8.8
55,Wisconsin,2010,8.4
55,Wisconsin,2011,7.5
55,Wisconsin,2012,6.9
55,Wisconsin,2013,6.7
55,Wisconsin,2014,5.3
55,Wisconsin,2015,4.4
55,Wisconsin,2016,3.9
55,Wisconsin,2017,3.3
55,Wisconsin,2018,3.0
55,Wisconsin,2019,3.2
55,Wisconsin,2020,6.4
55,Wisconsin,2021,3.8
55,Wisconsin,2022,2.8
55,Wisconsin,2023,2.8
56,Wyoming,2000,3.8
56,Wyoming,2001,3.9
56,Wyoming,2002,4.1
56,Wyoming,2003,4.3
56,Wyoming,2004,3.8
56,Wyoming,2005,3.6
56,Wyoming,2006,3.1
56,Wyoming,2007,2.7
56,Wyoming,2008,3.0
56,Wyoming,2009,6.3
56,Wyoming,2010,6.9
56,Wyoming,2011,6.1
56,Wyoming,2012,5.4
56,Wyoming,2013,4.7
56,Wyoming,2014,4.4
56,Wyoming,2015,4.2
56,Wyoming,2016,5.3
56,Wyoming,2017,4.3
56,Wyoming,2018,4.1
56,Wyoming,2019,3.7
56,Wyoming,2020,5.9
56,Wyoming,2021,4.5
56,Wyoming,2022,3.4
56,Wyoming,2023,2.9
